主題,媒體,民國年,時間,金額,執行單位,行政部會,備註
活化休耕田-找回農地的價值與尊嚴,中國時報c1/10全廣告,101,12月,67822.0,農糧署,農委會,
小地主大佃農/簽約有保障快來參加,"報紙
（自由時報）",101,12月,60000.0,農糧署,農委會,
吉園圃安全蔬果標章宣導廣告,電視廣告,101,9月至11月,2138000.0,農糧署,農委會,
吉園圃安全蔬果標章宣導廣告,報紙(蘋果日報、中國時報、聯合報、自由時報及爽報),101,9月至11月,428000.0,農糧署,農委會,
吉園圃安全蔬果標章宣導廣告,廣播,101,9月至11月,560000.0,農糧署,農委會,
吉園圃安全蔬果標章宣導廣告,網路,101,9月至11月,169000.0,農糧署,農委會,
吉園圃安全蔬果標章宣導廣告,雜誌,101,9月至11月,174000.0,農糧署,農委會,
農信保專為農漁民及農企業作保,"雜誌
(新漁業雜誌、豐年雜誌、中國畜牧雜誌、農友雜誌)",101,3月-11月,94500.0,財團法人農業信用保證基金,農委會,
農信保是農漁民的好朋友,"廣播媒體30秒廣告
(中廣、每日、建國、神農、民立等電台)",101,5月-10月,447000.0,財團法人農業信用保證基金,農委會,
傳統菇舍轉型升級-農信保保證戶蕈優生物科技農場的「菇蕈世界」,"平面媒體
(農訓雜誌)",101,6月1日出刊,30000.0,財團法人農業信用保證基金,農委會,
傳統豬舍轉型升級-農信保保證戶黃正祥的「黑珍豬」,"平面媒體
(農訓雜誌)",101,7月1日出刊,30000.0,財團法人農業信用保證基金,農委會,
"傳統農村婦女的蛻變- 
女神農彭麗貞帶動薑麻園休閒農業區發展","平面媒體
(農訓雜誌)",101,8月1日出刊,30000.0,財團法人農業信用保證基金,農委會,
特生中心【生物小百科】生態資訊宣導,廣播（古典音樂台30秒廣告）,101,5月-6月,98000.0,特生中心,農委會,
年節國產漁貨禮盒推廣,報紙(中時、聯合),102,1月29、31日,317000.0,農委會,農委會,
調整耕作制度 活化農地,雜誌(豐年、鄉間小路),102,1~2月,300000.0,農委會,農委會,
調整耕作制度 活化農地,電視(年代、東森、中天、三立、TVBS、民視、八大、華視、中視、台視等),102,1~2月,6129520.0,農委會,農委會,
2013「花東花海行農遊GO幸福」,報紙(蘋果、聯晚、自由時報),102,1月,794300.0,農委會,農委會,
2013「花東花海行農遊GO幸福」,雜誌(Taipei Walker、7-Watch2次),102,2月,359863.0,農委會,農委會,
2013「花東花海行農遊GO幸福」,廣播(好事聯播網、飛碟聯播網-上班組合),102,2月,24118.0,農委會,農委會,
2013「花東花海行農遊GO幸福」,電視(GTV八大綜合台),102,2月,0.0,農委會,農委會,回饋項目
2013「花東花海行農遊GO幸福」,網路(Yahoo精選組合、聯合新聞網、Google banner),102,1、2月,244964.0,農委會,農委會,回饋項目
認證農場推廣,報紙(爽報、聯合報平面消息稿廣告),102,2月,117253.0,農委會,農委會,回饋項目
認證農場推廣,雜誌(To Go泛遊雜誌、TVBS週刊),102,2~3月,117600.0,農委會,農委會,回饋項目
認證農場推廣,網路(文字訊息廣告),102,2月,0.0,農委會,農委會,回饋項目
伴手禮、田媽媽,雜誌(親子天下、食尚玩家),102,3月,176150.0,農委會,農委會,回饋項目
植樹月活動-種出好森活,報紙(臺時、聯晚),102,2月27日、3月7日,118930.0,農委會,農委會,回饋項目
植樹月活動-種出好森活,網路(文字訊息廣告),102,3月,0.0,農委會,農委會,回饋項目
自然保育推手,報紙(中時),102,3月15日,294000.0,農委會,農委會,回饋項目
「全民農業廣播媒體宣導」(老農津貼不會取消、植樹月推廣、口蹄疫疫苗施打、產銷履歷宣導),廣播(警廣),102,3月,128000.0,農委會,農委會,回饋項目
防範森林火災宣導,報紙(台灣時報、台灣新生報、中華日報、聯合報、更生日報、東方報、聯統日報),102,1~3月,140330.0,林務局,農委會,回饋項目
防範森林火災宣導,廣播（警察、正聲、中國、台東之聲、東台灣）,102,1~3月,335000.0,林務局,農委會,回饋項目
防範森林火災宣導,電視（洄瀾、東亞有線電視）,102,1~3月,174000.0,林務局,農委會,回饋項目
植樹造林綠美化宣導,報紙(聯合報、蘋果日報),102,1~3月,194500.0,林務局,農委會,回饋項目
植樹造林綠美化宣導,雜誌(主計月刊、原聲海峽兩岸雜誌、時尚玩家),102,1~3月,163400.0,林務局,農委會,回饋項目
植樹造林綠美化宣導,網路(Yahoo、YouTube、網路電視、Facebook),102,1~3月,206000.0,林務局,農委會,回饋項目
植樹造林綠美化宣導,廣播(中廣、飛碟),102,1~3月,200000.0,林務局,農委會,回饋項目
植樹造林綠美化宣導,電視(東森、三立、緯來、年代),102,1~3月,500000.0,林務局,農委會,回饋項目
國家森林遊樂區及平地森林園區宣導,報紙(聯合報、更生日報、中國時報、東方報),102,1月1日~3月1日,486000.0,林務局,農委會,回饋項目
國家森林遊樂區及平地森林園區宣導,廣播(好事聯播網、蓮花電台),102,2月20日~3月1日,12500.0,林務局,農委會,回饋項目
林業相關宣導（網路官網連結）,網路(今日新聞網、中晨新聞網),102,1~3月,10374.0,林務局,農委會,回饋項目
1.漁會選舉宣導 2.102年度1-3月漁船船員訓練課程 3.黑鮪要通報 4.汽油補貼 5.非法販運是不歸路 6.中西太平洋作業規定 7.捕獲大白鯊象鮫及巨口鯊請通報 8.正確使用水產動物用藥品 9.漁港區環境維護 10.鯖鰺漁業管理規範 11.節能養殖宣導 12.廢棄物再利用宣導 13.呼籲養殖業者做好低溫防寒措施 14.海洋保護區保護等級分類標誌 15.漁船捕獲鯊魚魚鰭處理應行遵守及注意事項,雜誌(新漁業雜誌),102,1~3月,1100136.0,漁業署,農委會,回饋項目
海宴水產精品相關宣導,雜誌(商業周刊第1310期),102,1月,750000.0,財團法人台灣養殖漁業發展基金會,農委會,回饋項目
海宴水產精品相關宣導,報紙(中國時報),102,1月,110250.0,財團法人台灣養殖漁業發展基金會,農委會,回饋項目
"101年度烏魚子
全國競賽暨行銷推廣活動",好事廣播網,102,1~2月,157500.0,財團法人台灣養殖漁業發展基金會,農委會,回饋項目
"101年度烏魚子
全國競賽暨行銷推廣活動",報紙(U-PAPER、爽報),102,1月,292982.0,財團法人台灣養殖漁業發展基金會,農委會,回饋項目
"101年度烏魚子
全國競賽暨行銷推廣活動",網路(Yahoo奇摩關鍵字搜尋),102,1月,26250.0,財團法人台灣養殖漁業發展基金會,農委會,回饋項目
漁民從事鯖鰺漁業申請期限,報紙(中國時報、聯合報、自由時報、蘋果日報),102,3月,468000.0,財團法人中華民國對外漁業合作發展協會,農委會,回饋項目
漁民捕獲大白鯊、象鮫、巨口鯊記得主動通報,報紙(蘋果日報),102,1900-04-11 00:00:00,117000.0,財團法人中華民國對外漁業合作發展協會,農委會,回饋項目
兩岸漁業合作交流業務宣導,雜誌(台灣水產協會雙月刊),102,2~3月,8000.0,財團法人兩岸漁業合作發展基金會,農委會,回饋項目
優質台灣米禮盒健康米食營養滿分,雜誌(主計月刊),102,2月,16000.0,農糧署,農委會,回饋項目
宣導有機農產品,雜誌(張老師月刊),102,1月,90000.0,農糧署,農委會,回饋項目
農糧政策宣導,網路(自立晚報電子報),102,1~3月,15000.0,農糧署,農委會,回饋項目
農糧政策宣導,廣播(正聲、正聲地方台、中廣地方台、桃園先聲、苗栗正義),102,1~3月,616250.0,農糧署,農委會,回饋項目
農糧政策宣導,電視(洄瀾、東亞有線電視),102,2月9日~2月18日,10000.0,農糧署,農委會,回饋項目
「水土保持與農村再生」海報宣導,雜誌(主計月刊),102,1月,8400.0,水保局,農委會,回饋項目
「農村市集通」網站宣導,雜誌(主計月刊),102,2月,8400.0,水保局,農委會,回饋項目
「被遺忘的旅程」農村再生微電影愛心播映活動宣導,雜誌(主計月刊),102,3月,8400.0,水保局,農委會,回饋項目
「被遺忘的旅程」農村再生微電影愛心播映活動宣導,廣播(警廣全國治安交通網),102,2-3月,20417.0,水保局,農委會,回饋項目
"2013跟著食材享樂趣
吃當季 遊在地
",雜誌(天下),102,4月3日~16日,445974.0,農委會,農委會,
山坡地獎勵造林: 造林護士美台灣,報紙(自由、聯合、中華、更生),102,4月9、10、11日,451050.0,農委會,農委會,
「鮮享在地」全國便當王創意料理大賽,報紙(爽報、民眾、蘋果),102,4月8日、4月14日,364966.0,農委會,農委會,
「鮮享在地」全國便當王創意料理大賽,廣播(口播),102,4月11日~15日,0.0,農委會,農委會,
請勿隨意購買海洋哺乳類野生動物產製品,報紙(自由、聯合、聯晚),102,5月2、3日；6月29日,379000.0,農委會,農委會,
請勿隨意購買海洋哺乳類野生動物產製品,雜誌(遠見、科學人、空中英語教室),102,5~6月,278820.0,農委會,農委會,
請勿隨意購買海洋哺乳類野生動物產製品,廣播(30秒廣播素材製作、好事聯播網、中小功率電台),102,5月,145930.0,農委會,農委會,
防範禽流感,"廣播(微微笑、鄉親大聯盟、台北大樹下、新農、苗栗客家、南投山城、彰化關懷、濁水溪、北回之聲、新營之聲、金台灣、鄉土之聲、鄉親、希望之聲、台東之聲等)
",102,5月,286800.0,農委會,農委會,
防範禽流感,報紙(中時),102,4月,147000.0,農委會,農委會,
傳統市場禁宰活禽政策,報紙(中時、自由、聯合、蘋果、聯晚、自由-雲嘉南、自由-高屏、臺時、更生、中華),102,5~6月,2355090.0,農委會,農委會,
傳統市場禁宰活禽政策,電視(年代、東森、中天、三立、TVBS、民視、八大、華視、中視、台視等),102,5~6月,7373400.0,農委會,農委會,
傳統市場禁宰活禽政策,雜誌(壹週刊、商業週刊、豐年雜誌),102,5~6月,288248.0,農委會,農委會,
傳統市場禁宰活禽政策,廣播(60秒廣播素材製作、中部三雄組合、新農民聯盟、中臺灣之聲、南臺灣之聲、台北大樹下、新農、苗栗客家、南投山城、彰化關懷、濁水溪、北回之聲、新營之聲、金台灣、鄉土之聲、鄉親、希望之聲、台東之聲等),102,5~6月,161666.0,農委會,農委會,
傳統市場禁宰活禽政策,網路(60-300秒網路短片製作、Yam-影音套裝特別企劃、ETToday組合、NOWnews組合、Google關鍵字+廣告聯播組合2次、Youtube影片推薦),102,5~6月,896234.0,農委會,農委會,
農田水利會表揚,報紙(平面媒體消息稿),102,6月,0.0,農委會,農委會,
農企業經營管理班招生,報紙(平面媒體消息稿),102,6月,0.0,農委會,農委會,
科技產業好點子,雜誌(平面媒體消息稿),102,6月,0.0,農委會,農委會,
農村地圖隨手印,報紙(中華日報特刊內頁廣告),102,6月,40200.0,農委會,農委會,
全民農業廣播媒體宣導: 1.寵物登記宣導、2.收容動物等待您來認養、3.產銷履歷農產品、5.汛期即將來臨，請農友作好防災整備工作、6.小地主大佃農-青年從農接棒，台灣農業好棒、7.活化休耕地-契作硬質玉米申報推廣、9.讓我們共享美麗星球、10.請確實購買及落實口蹄疫疫苗注射、11.防範禽流感、12.禁宰活禽宣導、13.台灣地方特色招牌飯票選活動,廣播(警察廣播電台),102,4~6月,352000.0,農委會,農委會,
土石流防災宣導,電視(東森、衛視、非凡、八大等),102,6月,1974800.0,農委會,農委會,
水土保持及農村再生作文繪畫競賽、教材教案徵選,報紙(中時、聯合),102,6月19、20、24日,464000.0,農委會,農委會,
水土保持及農村再生作文繪畫競賽、教材教案徵選,報紙(聯晚、自由、聯合),102,6月25~27日,457750.0,農委會,農委會,
水土保持及農村再生作文繪畫競賽、教材教案徵選,電視(東森、JET、緯來、東風等),102,6月26~30日,250800.0,農委會,農委會,
在地招牌飯徵選,報紙(聯晚、自由、聯合),102,6月25~27日,457750.0,農委會,農委會,
在地招牌飯徵選,電視(東森、JET、緯來、東風等),102,6月26~30日,250800.0,農委會,農委會,
在地招牌飯徵選,網路(Google聯播網Banner及關鍵字、Youtube影片推薦、FacebooK),102,6月26~30日,57750.0,農委會,農委會,
2013年台灣國產豬肉促銷-豬肉盃  千人餃力大賽,電視(華視、東森),102,4月,61500.0,農委會,農委會,
102年5月水土保持月系列活動,報紙(聯合報),102,5月,327750.0,水保局,農委會,
102年5月水土保持月系列活動,雜誌(主計月刊、商業周刊),102,5月,146000.0,水保局,農委會,
102年5月水土保持月系列活動,廣播(警察廣播電台),102,5月,20417.0,水保局,農委會,
土石流防災教育宣導,報紙(玉山新聞報),102,6月,30000.0,水保局,農委會,
第三屆大專生洄游農村競賽,雜誌(主計月刊),102,4月,8400.0,水保局,農委會,
第三屆大專生洄游農村競賽,廣播(警察廣播電台),102,4月,20417.0,水保局,農委會,
102年水土保持及農村再生教育-作文繪畫比賽,雜誌(主計月刊),102,6月,8400.0,水保局,農委會,
102年水土保持及農村再生教育-作文繪畫比賽,廣播(警察廣播電台),102,6月,20417.0,水保局,農委會,
 102年水土保持及農村再生教育-教材教案設計比賽,雜誌(張老師月刊),102,6月,98500.0,水保局,農委會,
 102年水土保持及農村再生教育-教材教案設計比賽,廣播(警察廣播電台),102,6月,20417.0,水保局,農委會,
農村社區窳陋空間改善競賽,廣播(警察廣播電台),102,6月,20417.0,水保局,農委會,
"農村社區活動宣導
(1)富源再生多元活化「楊梅季 羊來了ㄇㄟˊ」活動
(2)鹿野永安社區午時水活動",電視(東臺有限電視),102,5月,2000.0,水保局,農委會,
"農村社區活動宣導
(1)富源再生多元活化「楊梅季 羊來了ㄇㄟˊ」活動
(2)鹿野永安社區午時水活動",廣播(中廣新聞網AM819、鄉親網AM1008),102,6月,4200.0,水保局,農委會,
防範森林火災宣導,報紙(中華日報),102,3月16日~22日,8000.0,林務局,農委會,
防範森林火災宣導,雜誌(主計月刊),102,4月,8300.0,林務局,農委會,
防範森林火災宣導,廣播（警察、嘉樂、中國、飛碟、大寶桑）,102,1~3月,112000.0,林務局,農委會,
防範森林火災宣導,電視（世新）,102,1~3月,65250.0,林務局,農委會,
防範森林火災宣導,網路(台東所在、社群網路-Facebook粉絲團),102,3月,13000.0,林務局,農委會,
自然生態保育宣導,雜誌(主計月刊),102,6月,8300.0,林務局,農委會,
植樹造林綠美化宣導,雜誌(主計月刊),102,5月,8300.0,林務局,農委會,
國家森林遊樂區及平地森林園區宣導,報紙(聯合報、更生日報、中國時報、東方報),102,2~4月,286000.0,林務局,農委會,
國家森林遊樂區及平地森林園區宣導,廣播(中國、好事聯播網、蓮花電台),102,2~4月,99000.0,林務局,農委會,
林業相關宣導,網路(今日新聞網、中晨新聞網),102,4~6月,11949.0,林務局,農委會,
林業相關宣導,廣播(正聲),102,4~6月,30000.0,林務局,農委會,
農信保專為農漁民及農企業作保,雜誌(新漁業雜誌、中國畜牧雜誌、中國畜牧雜誌),102,4~6月,46500.0,財團法人農業信用保證基金,農委會,
農信保相挺-青年返鄉從農收入破百萬,雜誌(農訓),102,5月,30000.0,財團法人農業信用保證基金,農委會,
從國會下鄉-陳杰為農漁民貸款掛保證,雜誌(時報周刊),102,5月,26000.0,財團法人農業信用保證基金,農委會,
農信保協助青年返鄉工作-拈花惹草 紅到日本,雜誌(時報周刊),102,6月,26000.0,財團法人農業信用保證基金,農委會,
農信保協助青年返鄉務農-棄百萬年薪種筊白筍,雜誌(時報周刊),102,6月,26000.0,財團法人農業信用保證基金,農委會,
農信保是農漁民的好朋友,廣播(中廣、每日、建國、神農、民立),102,5~6月,116250.0,財團法人農業信用保證基金,農委會,
農糧政策宣導,網路(自立晚報電子報),102,4~6月,15000.0,農糧署,農委會,
北區分署農糧政策宣導,廣播(正聲調頻台FM104.1、正聲調幅台AM819、桃園先聲電台AM774、苗栗正義電台FM88.9),102,4~6月,148750.0,農糧署,農委會,
中區分署農糧政策宣導,廣播(正聲台中一台AM990、台中二台AM657、雲林台AM1125、北港台AM675 ),102,4~6月,173750.0,農糧署,農委會,
南區分署農糧政策宣導,廣播(正聲嘉義縣市AM855、臺南市AM1260、高雄市AM1008、屏東縣AM1395、澎湖縣FM89.9),102,4~6月,145000.0,農糧署,農委會,
東區分署農糧政策宣導,廣播(中廣宜蘭FM102.1、花蓮FM102.1、台東FM102.1、宜蘭AM630、花蓮AM855、台東AM819、宜蘭FM102.9、花蓮FM106.9、台東FM106.9、宜蘭AM1161、花蓮AM118、台東AM1008),102,4~6月,148750.0,農糧署,農委會,
青年農傳人系列專欄廣告,報紙(更生日報),102,5~6月,20000.0,農糧署,農委會,
"1.102年度4-6月漁船船員訓練課程 
2.捕獲大白鯊象鮫及巨口鯊請通報 
3.漁港區環境維護好，漁船停泊安全處處好 
4.鯖鰺漁業管理規範 
5.節能養殖宣導 
6.華盛頓公約沙於管理宣導
7.漁船記錄器不可拆卸
8.產銷履歷驗證標章水產品 
9.漁船員手冊換補發宣導 
10.宣導海鳥忌避措施新規定",雜誌(新漁業雜誌),102,4~6月,908808.0,漁業署,農委會,
"11.漁用油勿任意流用 
12.正確水產品用藥宣導 
13.飛魚卵作業規範宣導
14.漁業廢棄物回收再利用 
15.鯖鰺漁業禁漁期宣導
16.宣導大西洋作業漁船混獲旗魚類新規定 
17.漁船主依「就業服務法」僱用之外籍船員應申請及註銷外國籍船員證，且僱用期間不得從事非經許可之工作。",雜誌(新漁業雜誌),102,4~6月,0.0,漁業署,農委會,
烏石漁港遊艇碼頭啟用暨魚貨直銷中心重新開幕成果報導,雜誌(新漁業雜誌),102,6月,30000.0,漁業署,農委會,
宣傳漁合會宗旨業務,雜誌(台灣水產協會雙月刊),102,4~6月,16000.0,財團法人兩岸漁業合作發展基金會,農委會,
休閒漁業主題景點-金山蹦火仔活動,雜誌(7-WATCH、高鐵雜誌),102,5月,242500.0,財團法人台灣養殖漁業發展基金會,農委會,
休閒漁業主題景點-金山蹦火仔活動,報紙(聯合、蘋果、U-PAPER 2版),102,5月,237666.0,財團法人台灣養殖漁業發展基金會,農委會,
宣導養殖漁民正確使用動物用藥品,雜誌(新漁業雜誌),102,6月,24000.0,財團法人台灣養殖漁業發展基金會,農委會,
花東農遊趣,報紙(自由),102,7~9月,404000,農委會,農委會,
花東農遊趣,電視30秒廣告託播(東森、TVBS、年代、三立、緯來等),102,7~9月,184800,農委會,農委會,
花東農遊趣,網路(Google聯播網Banner連結、FB廣告連結),102,7~9月,0,農委會,農委會,
花東農遊趣,雜誌(行遍天下及抽印單行本5萬份),102,7月,775660,農委會,農委會,
全國招牌飯票選活動,電視30秒廣告託播(東森、JET、緯來、東風、國興等),102,7~9月,206900,農委會,農委會,
全國招牌飯票選活動,網路(Youtube影片推薦、Google關鍵字、Google聯播網Banner連結),102,7~9月,0,農委會,農委會,
狂犬病宣導,報紙(中時、自由、聯合、蘋果、聯晚、臺時、中華、更生),102,7~9月,1570730,農委會,農委會,
狂犬病宣導,電視30秒廣告、5秒插播卡託播(東森、TVBS、年代、三立、衛視、非凡、台視、中天等),102,7~9月,1625000,農委會,農委會,
狂犬病宣導,廣播30秒廣告製播(大台北台廣、南台灣套裝、飛碟聯播網、鄉親大聯盟)；電台口播(大樹下、嘉義北回、南投山城等電台),102,7~9月,229400,農委會,農委會,
狂犬病宣導,雜誌(今周刊),102,7~9月,159750,農委會,農委會,
狂犬病宣導,網路(Newtalk新頭殼、短片製作),102,7~9月,200800,農委會,農委會,
小花蔓澤蘭日,報紙(中國時報、民眾日報),102,9月  ,1259283,農委會,農委會,
小花蔓澤蘭日,雜誌(豐年),102,9月  ,0,農委會,農委會,
農業旅遊形象行銷及推廣,電視30秒廣告託播(華視、緯來、東森、壹電視、超視、台視財經、GTV八大戲劇台、GTV八大娛樂K台等),102,9月,61500,農委會,農委會,
農業旅遊形象行銷及推廣,電視15秒廣告託播(台視、民視、東森新聞、年代新聞、非凡新聞、三立臺灣台、三立都會台、八大綜合台、旅遊生活、FOX體育等),102,9月,1210000,農委會,農委會,
農業旅遊形象行銷及推廣,網路(Youtube影片推薦、FB廣告連結、八大官網Banner、Yahoo!奇摩Banner),102,9月,200000,農委會,農委會,
生態電影節,電視30秒廣告託播(東森、TVBS、緯來、三立、超視等)、10秒插播卡,102,9月,160500,農委會,農委會,
生態電影節,報紙(人間福報、不指定報紙文字訊息廣告),102,9月,87940,農委會,農委會,
生態電影節,雜誌(時報週刊、康健),102,9月,201285,農委會,農委會,
生態電影節,網路(短片製作、民視新聞Banner、不指定12字文字連結、部落格推文、民視會員電子報),102,9月,97711,農委會,農委會,
生態電影節,廣播3分鐘專輯(濁水溪、燕聲、新雲林之聲電台),102,9月,156350,農委會,農委會,
102年水土保持及農村再生作文、繪畫、教材教案設計競賽,雜誌(7-Watch、大家說英語),102,7~9月,201283,農委會,農委會,
102年水土保持及農村再生作文、繪畫、教材教案設計競賽,廣播(亞洲廣播網),102,7~9月,72300,農委會,農委會,
102年水土保持及農村再生作文、繪畫、教材教案設計競賽,網路(不指定12字文字連結、民視新聞網Banner、民視會員電子報),102,7~9月,0,農委會,農委會,
土石流防災宣導,網路(不指定12字文字連結、民視新聞網Banner),102,7~8月,0,農委會,農委會,
土石流防災宣導,電視(民視氣象小叮嚀),102,7~8月,0,農委會,農委會,
產銷履歷,雜誌(嬰兒與母親),102,9月,56184,農委會,農委會,
產銷履歷「小舖師」料理王網路活動,報紙(Upaper、更生、自由、聯合生活週報、不指定報紙文字訊息廣告),102,9月,273520,農委會,農委會,
產銷履歷「小舖師」料理王網路活動,雜誌(不指定雜誌文字訊息廣告),102,9月,0,農委會,農委會,
產銷履歷「小舖師」料理王網路活動,網路(不指定網路文字訊息廣告、民視會員電子報、八大官網Banner),102,9月,0,農委會,農委會,
產銷履歷「小舖師」料理王網路活動,廣播60秒廣播製播(南投省都、彰化靉友),102,9月,51750,農委會,農委會,
獎勵水產院校畢業生上漁船服務,廣播(亞洲廣播網),102,7月,36150,農委會,農委會,
農村地圖便利站,雜誌(中華日報特刊),102,7月,40200,農委會,農委會,
田媽媽打卡加油讚,報紙(經濟日報、工商時報),102,7~8月,154360,農委會,農委會,
田媽媽打卡加油讚,雜誌(新新聞),102,8月,53850,農委會,農委會,
田媽媽打卡加油讚,網路(Nownews、八大官網Banner),102,8~9月,160500,農委會,農委會,
田媽媽打卡加油讚,廣播(口播),102,7月,0,農委會,農委會,
海峽兩岸服務貿易協議-農業政策,廣播(口播),102,7月,0,農委會,農委會,
海峽兩岸服務貿易協議-農業政策,網路(八大官網Banner、100-500字網路廣編稿),102,7月,0,農委會,農委會,
自由經濟示範區-農業加值,雜誌(今周刊3頁廣編特輯),102,9月,199950,農委會,農委會,
APEC強化公私部門夥伴關係降低供應鏈之糧食損失計畫,雜誌(遠見雜誌2頁廣編特輯),102,9月,228340,農委會,農委會,
食材旅行,報紙(中時),102,9月,16400,農委會,農委會,
食材旅行,網路(Google、八大官網Banner),102,9~10月,142140,農委會,農委會,
「N個理由到農村」網路圖文徵件活動,廣播(好事聯播網),102,8月,0,農委會,農委會,
全民農業廣播媒體宣導:13.臺灣地方特色招牌飯票選活動、14.田媽媽打卡加油讚、15.臺灣國際生物科技大展~農業科技主題館、16.「森林『讚』出來」系列活動、17.狂犬病宣導、18.自經區宣導、19.臺灣十大地景票選活動、20.防範小花蔓澤蘭、22.產銷履歷小舖師料理王,廣播(警察廣播電台),102,7~9月,288000,農委會,農委會,
2013農業科技產業好點子競賽,網路(數位時代eDM及首頁Banner、粉絲團：數位時代、數位行銷學院、臺大學生資訊交流平台、臺大創聯會及臺大學生職業生涯發展中心),102,5~9月,280000,農委會,農委會,
2013台北國際發明暨技術交易展農業館,報紙(經濟日報、經濟日報發明展專刊),102,9月,44950,農委會,農委會,
通過服務品質認證休閒農場主題性報導,雜誌(Taipei Walker),102,6~9月,400000,農委會,農委會,
哈囉!小鴨 跟著秋天去旅行--農業好伴手 高雄攜遊記,雜誌(食尚玩家),102,9月,70000,農委會,農委會,
產銷履歷介紹及行銷活動推廣,雜誌(康健雜誌),102,8月,300000,農委會,農委會,
產銷履歷介紹及行銷活動推廣,網站(康健網站首頁、頻道頁黃金圖文及文章頁活動看板),102,8~9月,0,農委會,農委會,
產銷履歷介紹及行銷活動推廣,廣播(好事聯播網、愛樂聯播網、大千電台、HITFM聯播、飛碟聯播網),102,8~9月,300000,農委會,農委會,
產銷履歷介紹及行銷活動推廣,報紙(Upaper半頁),102,8~9月,52800,農委會,農委會,
自由經濟示範區相關宣導,雜誌（農政與農情）,102,9月,0,農委會,農委會,
國產鮮乳推廣/冰淇淋達人創意競賽級成國發表,報紙(工商時報、經濟日報),102,8~9月,100000,農委會,農委會,
國產鮮乳推廣/冰淇淋達人創意競賽級成國發表,網路(中時電子報、聯合新聞網、MSN新聞、新浪新聞、中廣news、奇摩新聞、大紀元電子日報、欣新聞、NowNews、ETtoday東森新聞雲、新浪全球新聞、match生活網、蕃薯藤新聞),102,8~9月,0,農委會,農委會,
國產羊乳廣宣行銷,電視(華視、TVBS家族、非凡家族、東森家族、三立家族),102,9月,900000,農委會,農委會,
國產羊乳廣宣行銷,廣播(台中廣播電台、指南廣播電台、陽光廣播電台、南方之音廣播電台等),102,9月,0,農委會,農委會,
推動有機畜產品驗證及管理計畫/介紹通過有機畜產品驗證之業者或產品,雜誌(康健雜誌-身體百科),102,9月,150000,財團法人中央畜產會,農委會,
農業伴手讚一夏 逗陣遊台消暑行,報紙(自由週報),102,8月,240000,財團法人台灣優良農產品發展協會,農委會,
農業好伴手 高雄攜遊記,雜誌(食尚玩家),102,9月,70000,財團法人台灣優良農產品發展協會,農委會,
自然生態保育宣導,雜誌(主計月刊、未來少年),102,7~9月,121900,林務局,農委會,
自然教育與生態旅遊宣導,廣播(中國、正聲、好事聯播網）,102,7~9月,158500,林務局,農委會,
移除、防治外來植物宣導,報紙(中華日報、新生報),102,2013-09-05 00:00:00,30000,林務局,農委會,
狂犬病宣導,報紙(台灣時報),102,8月,15000,林務局,農委會,
狂犬病宣導,雜誌(中央社全球視野雜誌）,102,9月,30000,林務局,農委會,
林業相關宣導（網路官網連結）,廣播(正聲）,102,7~9月,30000,林務局,農委會,
林業相關宣導（網路官網連結）,網路(今日新聞網、中晨新聞網),102,7~9月,11949,林務局,農委會,
農糧政策宣導,網路(自立晚報電子報),102,7~9月,15000,農糧署,農委會,
米食推廣計畫/優質台灣米禮盒(配合年節及業務需要調整),雜誌(主計月刊),102,8月,16000,農糧署,農委會,
北區分署農糧政策宣導,廣播(正聲調頻台、正聲調幅台、桃園先聲電台、苗栗正義電台),102,7~9月,148750,農糧署,農委會,
中區分署農糧政策宣導,廣播(正聲：台中一台、台中二台、雲林台、北港台) ,102,7~9月,173750,農糧署,農委會,
南區分署農糧政策宣導,廣播(正聲：嘉義縣市、臺南市、高雄市、屏東縣、澎湖縣),102,7~9月,145000,農糧署,農委會,
東區分署農糧政策宣導,廣播(中廣：宜蘭、花蓮、台東) ,102,7~9月,148750,農糧署,農委會,
青年農傳人系列專欄廣告,報紙(更生日報),102,7~9月,20000,農糧署,農委會,
1.102年度7-9月漁船船員訓練課程  2.漁船紀錄器不可拆卸 3.產銷履歷驗證標章宣導 4.漁船主依「就業服務法」僱用之外籍船員應申請及註銷外國籍船員證，且僱用期間不得從事非經許可之工作 5.簽署「臺日漁業協議」雙方漁民應和平互惠、永續利用資源 6.人口,雜誌(新漁業雜誌),102,7~9月,765312,漁業署,農委會,
販運、偷渡及走私毒品、槍械、未稅菸品、農漁畜產品，都是不歸路 7.漁業廢棄物回收及再利用 8.三年300萬獎勵水產院校畢業生上漁船 9.宣導大西洋長鰭鮪新規定 10.宣導漁港颱風防範工作 11.宣導節能養殖工作 12.漁船作業安全宣導,雜誌(新漁業雜誌),102,7~9月,0,漁業署,農委會,
獎勵休漁計畫,雜誌(新漁業雜誌、漁友月刊),102,7~9月,64000,漁業署,農委會,
2013全國漁民節系列慶祝活動,報紙(自由、聯合、蘋果),102,9月,450000,漁業署,農委會,
中元普渡推薦選購國產台灣鯛、虱目魚等大宗魚獲,報紙(聯合晚報),102,8月,60000,漁業署,農委會,
中元普渡推薦選購國產台灣鯛、虱目魚等大宗魚獲,報紙(蘋果日報),102,8月,126104,財團法人中華民國對外漁業合作發展協會,農委會,
